,name,cost,competitive rate,code,date
1295,화인에이티씨,2,,  067990, 
1296,토비스,2,7.17:1,  051360, 
1297,한서제약,1,,  044070, 
1298,케이이엔지,2,,  077960, 
1299,모코코,2,,  058900, 
1300,신지소프트,9,,  078700, 
1301,디지탈디바이스,3,,  061140, 
1302,태양기전,14,241.25:1,  072520, 
1303,국일제지,15,251:1,  078130, 
1304,디엠에스,28,192:1,  068790, 
1305,코아로직,23,0.84 : 1,  048870, 
1306,신성델타테크,1,,  065350, 
1307,유니퀘스트,4,,  900015, 
1308,한국경제티브이,10,152.33 : 1,  039340, 
1309,동아에스텍,1,23.34 : 1,  058730, 
1310,LG필립스엘시디,34,7.23 : 1,  034220, 
1311,다날,8,68.25 : 1,  064260, 
1312,텔코웨어,12,45.72 : 1,  078000, 
1313,아이레보,6,,  072430, 
1314,레인콤,47,,  060570, 
1315,비트윈,4,,  066410, 
